TQ,TQ COUNT,TBSCAN,TBSCAN COUNT,HS JOIN,HS JOIN COUNT,db2,actual
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.276
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,171.352
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,172.012
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,152.848
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.96
1.80812e-05,1,13050368.579105,9,96.4198662432,8,171.5,170.448
0.000588523,1,13058859.445105,9,96.554776957,8,171.5,171.78
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.252
0.000527641,1,13058859.295105,9,96.554648035,8,171.5,157.332
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
0.000527641,1,13058859.295105,9,96.554648035,8,171.5,171.732
0.000608817,1,13058859.495105,9,96.55481993,8,171.5,171.804
0.000487054,1,13058859.195105,9,96.554562089,8,171.5,171.368
0.000547935,1,13058859.345105,9,96.554691009,8,171.5,171.288
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
8.97826e-06,1,13050367.849105,9,96.41984696706,8,171.5,172.252
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.776
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.344
1.80812e-05,1,13050368.579105,9,96.4198662432,8,171.5,171.576
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,154.176
0.000487054,1,13058859.195105,9,96.554562089,8,171.5,174.028
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.052
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.796
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,173.268
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,174.228
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,169.232
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,171.352
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,170.484
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000709049,1,13060653.445105,9,71.861627549,8,251.248,251.256
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.252
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.252
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,171.58
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.26
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,171.34
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.508
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,172.156
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.252
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.264
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,173.576
0.0050918,1,13134634.295105,9,71.8108377,8,251.26,251.26
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,171.772
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,171.916
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.252
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,169.232
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.988
1.80812e-05,1,13050368.579105,9,96.4198662432,8,171.5,171.548
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,171.636
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.628
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,169.476
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,171.708
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.7
0.000527641,1,13058859.295105,9,96.554648035,8,171.5,171.84
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,172.224
0.000487054,1,13058859.195105,9,96.554562089,8,171.5,173.86
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,156.924
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,173.716
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,173.86
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.000563337,1,13060231.195105,9,71.769527137,8,251.248,251.256
0.000610281,1,13060231.295105,9,71.806356181,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,170.672
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.104
0.0006357,1,13060653.295105,9,71.8063816,8,251.248,251.248
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,170.748
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,171.116
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,172.392
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,172.56
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.468
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00607099,1,13134634.545105,9,71.90377149,8,251.248,251.248
0.00607099,1,13134634.545105,9,71.90377149,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000547935,1,13058859.345105,9,96.554691009,8,171.5,170.384
0.000588523,1,13058859.445105,9,96.554776957,8,171.5,170.24
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.00607099,1,13134634.545105,9,71.90377149,8,251.248,251.248
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,169.808
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,170.024
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,169.376
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.0005868,1,13060653.195105,9,71.7695506,8,251.248,251.34
0.0050918,1,13134634.295105,9,71.8108377,8,251.256,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.252,251.248
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
0.00282007,1,13134633.715105,9,71.59522993,8,251.248,251.248
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,171.384
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,170.748
0.0006357,1,13060653.295105,9,71.8063816,8,251.248,251.248
0.000660149,1,13060653.345105,9,71.824796549,8,251.248,251.248
0.0006357,1,13060653.295105,9,71.8063816,8,251.248,251.248
0.0005868,1,13060653.195105,9,71.7695506,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,171.956
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,172.028
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,170.456
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,170.672
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.384
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,170.168
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000547935,1,13058859.345105,9,96.554691009,8,171.5,171.292
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,173.608
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,171.848
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,171.86
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,152.848
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,169.232
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.56
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,169.232
0.00109193,1,13066352.445105,9,96.67383273,8,171.5,169.232
0.000608817,1,13058859.495105,9,96.55481993,8,171.5,171.772
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,169.52
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,169.448
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,170.096
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,171.512
1.80812e-05,1,13050368.579105,9,96.4198662432,8,171.5,171.136
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,171.064
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,171.432
0.0050918,1,13134634.295105,9,71.8108377,8,251.276,251.28
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,169.232
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,169.232
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,169.232
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,173.368
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,170.268
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,169.664
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,169.232
0.0050918,1,13134634.295105,9,71.8108377,8,251.26,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.276,251.324
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.252
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.252
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.000369683,1,13056748.195105,9,96.521072298,8,171.5,172.984
0.0050918,1,13134634.295105,9,71.8108377,8,251.28,251.252
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,173.344
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.556
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,174.036
1.80812e-05,1,13050368.579105,9,96.4198662432,8,171.5,173.148
0.000704171,1,13060231.495105,9,71.880014171,8,251.248,251.252
0.000462103,1,13056748.495105,9,96.521268004,8,171.5,171.356
0.0006357,1,13060653.295105,9,71.8063816,8,251.248,251.252
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.276,251.252
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,172.616
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,171.032
8.97826e-06,1,13050367.849105,9,96.41984696706,8,171.5,169.308
0.0005868,1,13060653.195105,9,71.7695506,8,251.248,251.248
0.0006357,1,13060653.295105,9,71.8063816,8,251.248,251.248
0.000660149,1,13060653.345105,9,71.824796549,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.272,251.252
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
0.00109193,1,13066352.445105,9,96.67383273,8,171.5,171.68
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.0006357,1,13060653.295105,9,71.8063816,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
0.000349653,1,13055904.295105,9,71.806095553,8,251.248,251.248
0.000349653,1,13055904.295105,9,71.806095553,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.268,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.000349653,1,13055904.295105,9,71.806095553,8,251.248,251.248
0.000527641,1,13058859.295105,9,96.554648035,8,171.5,154.76
0.000527641,1,13058859.295105,9,96.554648035,8,171.5,154.968
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.252
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,172.072
0.00548348,1,13134634.395105,9,71.84801138,8,251.264,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.272
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.272
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,170.34
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,174.22
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,170.992
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,170.936
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,171.032
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,170.744
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00548348,1,13134634.395105,9,71.84801138,8,251.26,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000376549,1,13055904.395105,9,71.842904449,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.000322757,1,13055904.195105,9,71.769286557,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
0.00109193,1,13066352.445105,9,96.67383273,8,171.5,170.96
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.988
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,170.556
0.00607099,1,13134634.545105,9,71.90377149,8,251.256,251.248
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,169.98
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,155.46
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,171.996
0.000608817,1,13058859.495105,9,96.55481993,8,171.5,170.9
0.000527641,1,13058859.295105,9,96.554648035,8,171.5,172.628
0.000608817,1,13058859.495105,9,96.55481993,8,171.5,172.196
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,170.324
0.000633753,1,13060231.345105,9,71.824770153,8,251.248,251.264
0.000633753,1,13060231.345105,9,71.824770153,8,251.248,251.264
0.000660149,1,13060653.345105,9,71.824796549,8,251.248,251.264
0.00548348,1,13134634.395105,9,71.84801138,8,251.252,251.248
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,171.036
0.00112958,1,13066352.495105,9,96.67391246,8,171.5,171.188
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
0.0005868,1,13060653.195105,9,71.7695506,8,251.248,251.288
0.0050918,1,13134634.295105,9,71.8108377,8,251.252,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00105427,1,13066352.395105,9,96.67375299,8,171.5,173.788
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.428
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,169.236
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.28
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,153.572
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,169.38
0.000633753,1,13060231.345105,9,71.824770153,8,251.248,251.252
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,170.028
0.000415893,1,13056748.345105,9,96.521170151,8,171.5,169.452
0.000660149,1,13060653.345105,9,71.824796549,8,251.248,251.252
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,171.58
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,155.636
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,171.724
0.000447439,1,13056537.495105,9,96.517914492,8,171.5,172.388
0.0050918,1,13134634.295105,9,71.8108377,8,251.256,251.26
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.252
0.000400489,1,13056748.295105,9,96.521137533,8,171.5,169.836
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,169.668
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00470012,1,13134634.195105,9,71.77366392,8,251.248,251.248
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,172.38
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,172.372
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,171.868
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,156.608
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,173.48
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,172.712
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000527641,1,13058859.295105,9,96.554648035,8,171.5,170.628
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,169.98
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,171.256
0.000633753,1,13060231.345105,9,71.824770153,8,251.248,251.248
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,154.172
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,173.368
1.80812e-05,1,13050368.579105,9,96.4198662432,8,171.5,171.62
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,170.632
0.00116723,1,13066352.545105,9,96.67399219,8,171.5,170.816
0.00101662,1,13066352.345105,9,96.67367326,8,171.5,171.392
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
8.97826e-06,1,13050367.849105,9,96.41984696706,8,171.5,172.228
0.00282007,1,13134633.715105,9,71.59522993,8,251.248,251.248
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,170.316
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.248
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,171.832
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,171.768
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,173.636
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,170.54
1.49638e-05,1,13050368.329105,9,96.4198596418,8,171.5,155.94
1.87047e-05,1,13050368.629105,9,96.4198675635,8,171.5,172.708
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,172.356
0.000608817,1,13058859.495105,9,96.55481993,8,171.5,173.876
0.000903662,1,13066352.195105,9,96.673434062,8,171.5,173.348
0.00105427,1,13066352.395105,9,96.67375299,8,171.5,169.88
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
0.000542197,1,13066351.715105,9,96.672668639,8,171.5,154.288
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,170.888
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,155.544
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,169.952
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,169.736
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,172.22
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,172.148
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,172.372
1.74577e-05,1,13050368.529105,9,96.4198649229,8,171.5,172.02
8.97826e-06,1,13050367.849105,9,96.41984696706,8,171.5,172.012
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.00607099,1,13134634.545105,9,71.90377149,8,251.248,251.248
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.0050918,1,13134634.295105,9,71.8108377,8,251.248,251.252
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.252
0.00567932,1,13134634.445105,9,71.86659782,8,251.248,251.248
0.00587515,1,13134634.495105,9,71.88518515,8,251.248,251.248
1.68342e-05,1,13050368.479105,9,96.4198636026,8,171.5,171.132
0.000709049,1,13060653.445105,9,71.861627549,8,251.248,251.248
0.0007335,1,13060653.495105,9,71.8800435,8,251.248,251.252
0.000547935,1,13058859.345105,9,96.554691009,8,171.5,169.232
1.62108e-05,1,13050368.429105,9,96.4198622824,8,171.5,172.02
0.000376549,1,13055904.395105,9,71.842904449,8,251.248,251.248
0.000349653,1,13055904.295105,9,71.806095553,8,251.248,251.252
0.000363101,1,13055904.345105,9,71.82449950099999,8,251.248,251.268
0.00548348,1,13134634.395105,9,71.84801138,8,251.248,251.248
0.000193654,1,13055903.715105,9,71.592603514,8,251.248,251.248
0.00528764,1,13134634.345105,9,71.82942403999999,8,251.248,251.248
0.000978968,1,13066352.295105,9,96.673593528,8,171.5,169.232
